Token,Correlation
4d,0.24566418436243675
cpp,0.24566418436243675
class_npb,0.24566418436243675
boundaries,0.24566418436243675
fgetc,0.24566418436243675
element,0.24566418436243675
nonzero,0.24566418436243675
subroutine,0.24566418436243675
main,0.24554792114219898
12,0.24207959639448945
0e,0.24207959639448945
floating,0.2329109299765631
point,0.2329109299765631
max,0.22926257435448782
grid,0.2256300754398626
norm,0.2240732901907375
computation,0.21684288758924544
error,0.21282984116927853
solution,0.2052805007105764
forward,0.20300479648591138
1d,0.20300479648591138
size,0.2021745110197113
j1,0.19741494796375655
j2,0.19741494796375655
unknown,0.19366367711559154
assert,0.19138079995911073
class,0.1889740178650761
delete,0.18619151579536042
r2,0.18432337349641031
r1,0.18432337349641031
multiplication,0.18432337349641031
14,0.18432337349641031
processor,0.18432337349641031
3d,0.18432337349641031
output,0.18382334031454217
fstatus,0.18224765983091018
print_results,0.18224765983091018
goto,0.18224765983091018
endl,0.18224765983091018
77,0.18224765983091018
l999,0.18224765983091018
ifstream,0.18017194616541007
28,0.18017194616541007
init,0.1797620765305614
25,0.17686033499959736
iterations,0.17439626910809103
level,0.1716615201368596
values,0.16772139052373233
timer_read,0.16467507569844397
compiletime,0.16467507569844397
npbversion,0.16467507569844397
invalid,0.16427993019598822
endif,0.1637189465096365
lines,0.16195466579123252
i2,0.1602107174876658
i1,0.1602107174876658
prototypes,0.1597261665602339
fscanf,0.15816938131110883
total,0.15304148456778072
code,0.15047260003542254
fstream,0.1446772424853581
read_input,0.14004148196574118
std,0.13914865361493617
sscanf,0.13796576830024104
domain,0.13796576830024104
hpp,0.13014724682685724
function,0.12906001839243084
using,0.12466956267408096
loop,0.12343577264174024
node,0.12343577264174024
defaults,0.11924975008298166
compiled,0.11924975008298166
solves,0.11651672709007316
block_size,0.11651672709007316
corner,0.11651672709007316
version,0.11338299711692217
false,0.11071178450762198
22,0.1082138724280727
add,0.10517681435347714
val,0.09800989466045158
t1,0.08812752094023997
t2,0.08812752094023997
t3,0.08812752094023997
benchmarks,0.08524666865342119
timer_clear,0.08524666865342119
20,0.08524666865342119
failed,0.08524666865342119
timer_start,0.08524666865342119
variables,0.08460051457657906
13,0.0843683345850102
array,0.07813658259861739
routine,0.07754638508749048
argv,0.07621912044895804
argc,0.07621912044895804
15,0.07478102383671359
data,0.07293748067404655
input_file,0.07292674011457076
double,0.0722649539998354
timer,0.06980412828232138
rand,0.06836277349981675
srand,0.06836277349981675
reset,0.06808340822840381
2f,0.06667539652382361
neighbor,0.0660076945629037
sw,0.0660076945629037
neighbors,0.0660076945629037
1000,0.0660076945629037
global,0.06519371308841693
64,0.06110037163864039
void,0.059261625150028266
bool,0.059054053783478305
3f,0.05761623938743453
vc,0.0570129353457365
npb,0.05512703680270553
c_print_results,0.05512703680270553
approximate,0.05499250317247166
need,0.053864769619728026
min,0.052667238767715965
pages,0.052169603459569606
2d,0.04296727287585242
temp,0.03949792511465638
determine,0.028644848583901608
source,0.02767064641659248
tid,0.026569134918401474
parallel,0.02492700794557118
define,0.02492700794557118
namespace,0.02428584988635138
flag,0.02418274980945898
omp_offload,0.023801516697734657
start_time,0.023801516697734657
num_omp_threads,0.023801516697734657
end_time,0.023801516697734657
map,0.023801516697734657
unable,0.019650089366734416
fp,0.01951170845570109
1e,0.01757437570123431
distribution,0.01757437570123431
derivatives,0.01757437570123431
generate,0.017020852057100966
col,0.014806757480567478
required,0.014806757480567478
update,0.014806757480567478
benchmark,0.01381272685355625
barrier,0.010655330149567294
dist,0.010655330149567294
location,0.010655330149567294
opening,0.010655330149567294
new,0.009107945210881783
option,0.004418002369035775
store,0.0038366862678468755
begin,0.00034878966071334727
cs,-0.005950379174433661
ret,-0.005950379174433661
edu,-0.005950379174433661
usage,-0.006759193157028512
unsigned,-0.007156734137747346
int,-0.008762105279315867
exit,-0.009963425594400582
takes,-0.010793711060600591
speed,-0.010793711060600591
send,-0.010793711060600591
verify,-0.017747351840025967
run,-0.017747351840026016
struct,-0.018974189483224484
compiler,-0.02186418394326789
compute,-0.027814563117701502
shift,-0.028783229494934934
1220703125,-0.028783229494934934
ser,-0.028783229494934934
cleanup,-0.03336754420824389
parameters,-0.03524012126055352
getenv,-0.03846989326726877
atof,-0.03846989326726877
eof,-0.03846989326726877
fprintf,-0.041222733574963845
suite,-0.042087285726077665
iostream,-0.04218416729250508
stderr,-0.04483541517480252
cuda,-0.048156557039602664
write,-0.05230798437060291
http,-0.057151316256769835
software,-0.057151316256769835
www,-0.057151316256769835
purpose,-0.057151316256769835
warranty,-0.057151316256769835
merchantability,-0.057151316256769835
licenses,-0.057151316256769835
2010,-0.057151316256769835
org,-0.057151316256769835
create,-0.06130274358777008
initial,-0.06196463481290122
atoi,-0.062084440849743135
pragma,-0.06558920767190604
mark,-0.06822178913943713
vals,-0.06822178913943713
good,-0.06822178913943713
work,-0.06822178913943713
ii,-0.06822178913943713
timers,-0.06824651027957897
ifndef,-0.07098940736010395
say,-0.07098940736010395
final,-0.07098940736010395
const,-0.07286356168705424
start,-0.07478102383671358
argument,-0.07583273924627092
seed,-0.0810127758231064
clss,-0.08275178479793797
static,-0.08353027592821617
different,-0.08728375963427978
cc,-0.08801125772000219
arguments,-0.09174654401510508
n3,-0.09382649661888094
starting,-0.10350892145293909
stop,-0.10350892145293909
thread,-0.10350892145293909
cost,-0.10350892145293909
structure,-0.10350892145293909
__parsec_roi_end,-0.10766034878393933
parallel_for,-0.10766034878393933
__parsec_xstring,-0.10766034878393933
__parsec_string,-0.10766034878393933
runs,-0.10766034878393933
__parsec_roi_begin,-0.10766034878393933
reducing,-0.10766034878393933
parsec_version,-0.10766034878393933
calculate,-0.10766034878393933
parsec,-0.10766034878393933
fflush,-0.10766034878393933
__parsec_bench_end,-0.10766034878393933
__parsec_bench_begin,-0.10766034878393933
log,-0.10766034878393933
range,-0.10766034878393933
blocked_range,-0.10766034878393933
pthread,-0.10766034878393933
enable_threads,-0.10766034878393933
tbb,-0.10766034878393933
working,-0.10766034878393933
enable_parsec_hooks,-0.10766034878393933
task_scheduler_init,-0.10766034878393933
split,-0.10766034878393933
hooks,-0.10766034878393933
num,-0.10766034878393933
opt,-0.11042796700460614
getopt,-0.11042796700460614
optind,-0.11042796700460614
optarg,-0.11042796700460614
opened,-0.11042796700460615
chunk,-0.11042796700460615
feof,-0.11042796700460615
try,-0.11042796700460615
calloc,-0.11042796700460615
index,-0.11042796700460615
rights,-0.11250368067010627
authors,-0.11250368067010627
tree,-0.1180389171114399
coefficients,-0.12219034444244009
warning,-0.12219034444244015
copyright,-0.1236087487805319
stdout,-0.12495796266310699
24,-0.12703367632860704
ifdef,-0.12984326607822622
long,-0.13278860723633562
npb3,-0.1362604941186824
optype,-0.1362604941186824
private,-0.14197881472020793
loops,-0.14571509931810808
06,-0.14571509931810808
zero,-0.14571509931810808
public,-0.14788681614246074
omp_get_wtime,-0.15263414486977517
verified,-0.15370659693028357
input,-0.15466575555821083
type,-0.15718787376148347
local,-0.15718787376148347
1000000,-0.1593505740290838
containing,-0.15955319042144223
fgets,-0.15955319042144223
copy,-0.16125708646980585
fclose,-0.16138616747769244
seconds,-0.16358235087456152
omp,-0.16605709324000928
check,-0.16939551188645072
60,-0.1706236633041095
continue,-0.17083123467065953
iteration,-0.1711274783063896
num_thread,-0.17753393730309558
target,-0.17753393730309558
currently,-0.17754270885577653
delta,-0.18102183391022908
center,-0.18238604074194348
txt,-0.1832855166636602
abs,-0.18446175440744358
sum,-0.18446175440744358
err,-0.18446175440744358
null,-0.18683745035292315
format,-0.18741631102330716
mm,-0.1962241318452776
256,-0.1967173686423299
precision,-0.1967173686423299
reached,-0.1969160364004443
verification,-0.1970192358774954
finally,-0.19829984551077773
operation,-0.19829984551077773
proper,-0.19829984551077773
reassigned,-0.19829984551077773
necessary,-0.19829984551077773
count,-0.19829984551077773
guarantee,-0.19829984551077773
clear,-0.19829984551077773
string,-0.19870676417523658
typedef,-0.20011678114283465
integer,-0.20078658135065233
resulting,-0.20314317739694462
cs7,-0.20314317739694462
pow,-0.20314317739694462
t_bench,-0.20314317739694462
successful,-0.20314317739694462
t_init,-0.20314317739694462
performed,-0.20314317739694462
nz,-0.20314317739694462
17,-0.20314317739694462
print,-0.21008763896967497
c_lib,-0.2128298411692785
cflags,-0.2128298411692785
solver,-0.2128298411692785
clinkflags,-0.2128298411692785
clink,-0.2128298411692785
50,-0.2128298411692785
80,-0.2128298411692785
passed_verification,-0.2128298411692785
equations,-0.2128298411692785
mops,-0.2128298411692785
c_inc,-0.2128298411692785
timer_stop,-0.21331766414959966
close,-0.21642326398833497
assume,-0.22229527709464225
assumes,-0.22229527709464225
exp,-0.22390031405194577
open,-0.22481803410627949
nan,-0.22531295582552666
firstprivate,-0.2266679322726126
pfile,-0.2266679322726126
schedule,-0.2266679322726126
inputs,-0.2266679322726126
id,-0.22810843810653142
included,-0.2287436459381127
temporary,-0.2287436459381127
following,-0.23159633471366498
simulation,-0.23217765081485384
get_time,-0.23217765081485384
information,-0.23362157305203804
001,-0.2339215991184206
true,-0.2349945361179326
binary,-0.23566554742198736
314159265,-0.23740949572555417
initialization,-0.23740949572555417
21,-0.23740949572555417
randlc,-0.23740949572555417
time,-0.2380843574328633
apply,-0.2384303097104466
switch,-0.24244335613041348
default,-0.24244335613041348
d2,-0.2425817370414468
d1,-0.2425817370414468
negative,-0.2425817370414468
fabs,-0.2425817370414468
float,-0.24416542194401653
power,-0.24534935526211366
ai,-0.24534935526211366
positive,-0.24534935526211366
current,-0.24534935526211366
16,-0.24554792114219895
storage,-0.245547921142199
implementation,-0.2474250689276138
125,-0.2474250689276138
reading,-0.24962374054077024
generated,-0.25226840081378077
strcpy,-0.25226840081378077
rb,-0.25226840081378077
dim,-0.25226840081378077
break,-0.2562835553884469
handle,-0.2571742431659773
32,-0.26473135248143326
maximum,-0.2679653354148903
kk,-0.2705445134933224
correct,-0.2705445134933224
end,-0.2712311646634889
mem,-0.2844960999218565
particular,-0.28478791490661587
deallocation,-0.28478791490661587
files,-0.28478791490661587
memcpy,-0.286863628572116
centers,-0.286863628572116
cluster,-0.286863628572116
ignore,-0.286863628572116
infile,-0.286863628572116
limits,-0.286863628572116
clusters,-0.286863628572116
extern,-0.2903092609337457
results,-0.2908905770349346
omp_set_num_threads,-0.29193361228563186
second,-0.29862600600994993
execution,-0.3007017196754502
types,-0.30139362423061683
tmp,-0.3060047956658465
cache,-0.3077487439694132
sys,-0.3088661934264172
memory,-0.31158759931963986
completed,-0.3118179566777357
nas,-0.3119797639246674
use,-0.3122907883752733
shared,-0.3130256959318844
register,-0.31453981077878423
globally,-0.317307428999451
general,-0.317307428999451
debug,-0.317307428999451
return,-0.3252643313838681
char,-0.3252643313838681
18,-0.3332212337682853
19,-0.3332212337682853
x1,-0.3332212337682853
x2,-0.3332212337682853
probably,-0.3332212337682853
sort,-0.3332212337682853
a1,-0.3332212337682853
observe,-0.3332212337682853
a2,-0.3332212337682853
info,-0.3333266524217256
stdio,-0.3400557720686156
stdlib,-0.3400557720686156
decrease,-0.3401402793199523
master,-0.3401402793199523
equal,-0.3401402793199523
arrays,-0.3432257247890188
40,-0.35076613545739316
university,-0.35076613545739316
change,-0.3525100837609599
space,-0.35349403723466966
creates,-0.35397837042328634
given,-0.35397837042328634
reduction,-0.35397837042328634
threads,-0.35493919592931006
unistd,-0.359202249814795
printf,-0.3620039191701074
fine,-0.37265979341278743
weight,-0.37265979341278743
points,-0.37265979341278743
costs,-0.37265979341278743
large,-0.37265979341278743
note,-0.37265979341278743
does,-0.37265979341278743
real,-0.37265979341278743
sizeof,-0.3752316227456886
program,-0.38397179546927934
12e,-0.38718978907128826
openmp,-0.38971431423705066
line,-0.3945412886580585
timing,-0.39915973787567227
case,-0.3997908582039688
fcntl,-0.40310359384012245
threshold,-0.40310359384012245
filename,-0.41417182432641364
file,-0.4352639079726661
setup,-0.4524964531654538
read,-0.46096028394352273
allocated,-0.4641227751892322
n2,-0.4817623651019048
n1,-0.4817623651019048
l2,-0.4888997586807939
nj,-0.4888997586807939
fopen,-0.49075080193190757
allocate,-0.4924585508994694
1024,-0.5055400632325532
randomly,-0.5106280632843456
parameter,-0.5112093793855346
random,-0.5153997031436787
math,-0.5346717706213222
free,-0.5637795813295091
numbers,-0.6217800285005596
number,-0.6364138098423355
malloc,-0.6759762092688253
include,
