Token,Correlation
comz6,0.02544780057812461
c5,0.02544780057812461
c5dssp,0.02544780057812461
ce,0.02544780057812461
102x102x102,0.02544780057812461
conz1,0.02544780057812461
convenient,0.02544780057812461
1020x1020x1020,0.02544780057812461
con43,0.02544780057812461
con16,0.02544780057812461
1020,0.02544780057812461
102,0.02544780057812461
c1,0.02544780057812461
comz5,0.02544780057812461
comz4,0.02544780057812461
05,0.02544780057812461
comz1,0.02544780057812461
compute_rhs,0.02544780057812461
error_norm,0.02544780057812461
compilerversion,0.02544780057812461
03,0.02544780057812461
exact_rhs,0.02544780057812461
02,0.02544780057812461
c4dssp,0.02544780057812461
c4,0.02544780057812461
12x12x12,0.02544780057812461
13e,0.02544780057812461
c1345,0.02544780057812461
dz5,0.02544780057812461
dz5tz1,0.02544780057812461
dzmax,0.02544780057812461
c1c2,0.02544780057812461
c1c5,0.02544780057812461
c2,0.02544780057812461
c2dttx1,0.02544780057812461
c2dtty1,0.02544780057812461
c2dttz1,0.02544780057812461
c2iv,0.02544780057812461
c3,0.02544780057812461
elimination,0.02544780057812461
c3c4,0.02544780057812461
c3c4tx3,0.02544780057812461
162x162x162,0.02544780057812461
162,0.02544780057812461
c3c4ty3,0.02544780057812461
c3c4tz3,0.02544780057812461
dx4,0.02544780057812461
mode,0.021889486832430978
prototypes,0.021130762980049914
make,0.02113076298004991
clss,0.017116675388857642
math,0.015529559236633291
copy,0.014889941624386213
nas,0.014882419088099667
memory,0.01416756970999045
fscanf,0.011474231510672284
variables,0.010289523911388928
set,0.009682343574986473
inputs,0.009542925216796772
schedule,0.009542925216796772
firstprivate,0.009542925216796772
pfile,0.009542925216796772
sscanf,0.009542925216796758
work,0.008785550199590656
vals,0.008785550199590656
rhs,0.005225887618722041
boundary,0.005225887618722031
reference,0.003521793830008336
change,0.0027998180832179143
reassigned,0.002726550061941925
guarantee,0.002726550061941925
operation,0.002726550061941925
clear,0.002726550061941925
proper,0.002726550061941925
finally,0.002726550061941925
count,0.002726550061941925
necessary,0.002726550061941925
x2,0.0027265500619419207
sort,0.0027265500619419207
a2,0.0027265500619419207
probably,0.0027265500619419207
19,0.0027265500619419207
x1,0.0027265500619419207
a1,0.0027265500619419207
observe,0.0027265500619419207
18,0.0027265500619419207
return,0.001022456273228202
char,0.001022456273228202
types,0.0004544250103236209
verified,-0.001022456273228201
norm,-0.001022456273228208
field,-0.0010224562732282123
block,-0.0010224562732282123
using,-0.005389228970982936
information,-0.006134737639369301
fp,-0.008634075196149409
serial,-0.008653983166309907
computed,-0.008653983166309907
sign,-0.008653983166309907
global,-0.009445046473326963
malloc,-0.010481780198889012
num_thread,-0.013744561499433344
target,-0.013744561499433344
nonzero,-0.013744561499433393
norms,-0.013744561499433393
8s,-0.013744561499433393
direction,-0.013744561499433393
element,-0.013744561499433393
boundaries,-0.013744561499433393
lhs,-0.013744561499433393
cpp,-0.013744561499433393
8e,-0.013744561499433393
fgetc,-0.013744561499433393
interpolation,-0.013744561499433393
kmax,-0.013744561499433393
class_npb,-0.013744561499433393
addition,-0.013744561499433393
setting,-0.013744561499433393
computes,-0.013744561499433393
04,-0.013744561499433393
subroutine,-0.013744561499433393
residual,-0.013744561499433393
4d,-0.013744561499433393
coefficients,-0.01847995041982857
benchmark,-0.019757691879321755
based,-0.019939542554801352
int,-0.020641944952042666
derivatives,-0.020752075471446835
1e,-0.020752075471446835
distribution,-0.020752075471446835
1000000,-0.020923533741915624
delta,-0.022016751290759015
argument,-0.022266825505859032
function,-0.025787034471602986
rights,-0.026811075609095562
authors,-0.026811075609095562
implementation,-0.02681107560909557
125,-0.02681107560909557
local,-0.02774365191552297
type,-0.02774365191552297
cout,-0.031561585665365544
cmath,-0.031561585665365544
lines,-0.03410687483192732
omp_set_num_threads,-0.03568128667701294
ifdef,-0.035989088382496565
source,-0.039197453165050786
values,-0.041158095645555726
decrease,-0.04120120093601128
equal,-0.04120120093601128
master,-0.04120120093601128
hpp,-0.04362480099107077
double,-0.04621948914097278
determine,-0.04877495110807221
output,-0.049256332057297
timer_stop,-0.05089830599515087
15,-0.05352193001551942
cache,-0.05765079962262343
density,-0.057825582563684974
seed,-0.05929390286033037
fstream,-0.05952967635239863
16,-0.06083241108082562
err,-0.06089295138336957
sum,-0.06089295138336957
abs,-0.06089295138336957
ifstream,-0.06089295138336959
28,-0.06089295138336959
tid,-0.06165032640057569
1024,-0.06236983266692152
openmp,-0.06465034483066823
apply,-0.06770932653822441
structure,-0.06770932653822442
cost,-0.06770932653822442
starting,-0.06770932653822442
stop,-0.06770932653822442
thread,-0.06770932653822442
scale,-0.06922407657263661
fprintf,-0.0713387767175885
final,-0.07301095165866706
say,-0.07301095165866706
ifndef,-0.07301095165866706
struct,-0.07307467444477135
sqrt,-0.0739760955993794
srand,-0.07419517920527474
rand,-0.07419517920527474
unistd,-0.07486652045082201
string,-0.07640924237901779
txt,-0.07713864550244023
difference,-0.07737679066347691
cell,-0.07737679066347691
runs,-0.07755520176190359
__parsec_roi_begin,-0.07755520176190359
__parsec_bench_end,-0.07755520176190359
__parsec_roi_end,-0.07755520176190359
__parsec_xstring,-0.07755520176190359
__parsec_string,-0.07755520176190359
reducing,-0.07755520176190359
range,-0.07755520176190359
fflush,-0.07755520176190359
fabs,-0.07755520176190359
log,-0.07755520176190359
blocked_range,-0.07755520176190359
parsec_version,-0.07755520176190359
enable_threads,-0.07755520176190359
num,-0.07755520176190359
task_scheduler_init,-0.07755520176190359
tbb,-0.07755520176190359
d2,-0.07755520176190359
negative,-0.07755520176190359
d1,-0.07755520176190359
working,-0.07755520176190359
hooks,-0.07755520176190359
parallel_for,-0.07755520176190359
parsec,-0.07755520176190359
enable_parsec_hooks,-0.07755520176190359
__parsec_bench_begin,-0.07755520176190359
split,-0.07755520176190359
calculate,-0.07755520176190359
pthread,-0.07755520176190359
atof,-0.0775552017619036
eof,-0.0775552017619036
fcntl,-0.0775552017619036
threshold,-0.0775552017619036
getenv,-0.0775552017619036
stderr,-0.07997880181696311
void,-0.08191010811083868
omp,-0.0836142018995523
does,-0.08361420189955232
note,-0.08361420189955232
large,-0.08361420189955232
costs,-0.08361420189955232
points,-0.08361420189955232
real,-0.08361420189955232
fine,-0.08361420189955232
weight,-0.08361420189955232
iostream,-0.0839559686517952
section,-0.08537991730705854
j1,-0.09328484795448783
j2,-0.09328484795448783
read_input,-0.09421745214043754
parallel,-0.0944504647332696
define,-0.0944504647332696
value,-0.09784575052774475
filename,-0.09812353836178571
long,-0.09813914557897851
solution,-0.09975864902543656
currently,-0.10027645227808625
grid,-0.10042792728152752
input,-0.10079922498379154
col,-0.10254857732970454
update,-0.10254857732970454
required,-0.10254857732970454
tmax,-0.10440414612185947
timeron,-0.10440414612185947
t_last,-0.10440414612185947
t_names,-0.10440414612185947
11,-0.10651913522696518
open,-0.10784945433048396
25,-0.11356585650347785
80,-0.11693870265662026
equations,-0.11693870265662026
solver,-0.11693870265662026
sys,-0.11917295895737826
loop,-0.11921082770823853
node,-0.11921082770823853
print,-0.12001038420338611
integer,-0.12128302878666697
size,-0.12496687783900479
mflops,-0.1254092281736191
cs6,-0.1254092281736191
cs3,-0.1254092281736191
cs1,-0.1254092281736191
cs5,-0.1254092281736191
cs2,-0.1254092281736191
cs4,-0.1254092281736191
unsigned,-0.12554120245149375
time,-0.12564851535449034
reading,-0.12595139454496448
check,-0.12828257399471177
namespace,-0.12882949042675587
0e,-0.13118120101843003
12,-0.13118120101843003
06,-0.13511570306956644
loops,-0.13511570306956644
speed,-0.13511570306956644
send,-0.13511570306956644
zero,-0.13511570306956644
takes,-0.13511570306956644
store,-0.13528211920275654
75,-0.1365547637860374
zeta,-0.1365547637860374
switch,-0.13678192810741988
default,-0.13678192810741988
13,-0.1411509722958307
close,-0.14140738917522128
end_time,-0.1434468282588334
1220703125,-0.1434468282588334
num_omp_threads,-0.1434468282588334
map,-0.1434468282588334
omp_offload,-0.1434468282588334
start_time,-0.1434468282588334
ser,-0.1434468282588334
shift,-0.1434468282588334
begin,-0.14355430899408222
floating,-0.14586975419126957
point,-0.14586975419126957
assume,-0.1486448873272057
assumes,-0.1486448873272057
100,-0.15147563774146677
std,-0.15231539254778387
epsilon,-0.15325483473165225
elements,-0.15325483473165225
problem,-0.15325483473165225
unable,-0.1532927034825126
fclose,-0.15400406856063265
case,-0.15531854200582118
randlc,-0.15564443253525048
21,-0.15564443253525048
initialization,-0.15564443253525048
314159265,-0.15564443253525048
try,-0.1593517036201613
ai,-0.1593517036201613
index,-0.1593517036201613
current,-0.1593517036201613
opened,-0.1593517036201613
power,-0.1593517036201613
positive,-0.1593517036201613
calloc,-0.1593517036201613
chunk,-0.1593517036201613
feof,-0.1593517036201613
lu,-0.1613713331600144
256,-0.1639166223265761
precision,-0.1639166223265761
fstatus,-0.1646533287406039
print_results,-0.1646533287406039
l999,-0.1646533287406039
goto,-0.1646533287406039
77,-0.1646533287406039
endl,-0.1646533287406039
tmp,-0.16900720065969962
fopen,-0.16934966969834694
08,-0.16964352295134
vs,-0.16964352295134
vc,-0.1729844539298709
bool,-0.17427199145912126
iterations,-0.1811585551188516
compiler,-0.1828303291535501
invalid,-0.18300629107578914
lf,-0.18680203025024433
60,-0.18737457925678663
run,-0.19244899187206743
common,-0.19362345270320275
binary,-0.19446009232531705
result,-0.20359919072813099
arrays,-0.20936519682541432
iteration,-0.21032613775641254
float,-0.21045395846008164
block_size,-0.2108532047901754
solves,-0.2108532047901754
corner,-0.2108532047901754
in_range,-0.21539745489341197
width,-0.21539745489341197
wall,-0.21539745489341197
clamp_range,-0.21539745489341197
cols,-0.21539745489341197
src,-0.21539745489341197
bench_print,-0.21539745489341197
m_seed,-0.21539745489341197
pin_stats_reset,-0.21539745489341197
num_of_steps,-0.21539745489341197
cycles,-0.21539745489341197
pathfiner,-0.21539745489341197
stopcycle,-0.21539745489341197
macros,-0.21539745489341197
pin_stats_dump,-0.21539745489341197
pin_stats_pause,-0.21539745489341197
dst,-0.21539745489341197
startcycle,-0.21539745489341197
min,-0.21609505024109185
new,-0.22038441771096245
40,-0.22563988461569834
kk,-0.2281851737822601
correct,-0.2281851737822601
id,-0.22882149607390057
t_init,-0.22978758022032766
t_bench,-0.22978758022032766
resulting,-0.22978758022032766
successful,-0.22978758022032766
cs7,-0.22978758022032766
mark,-0.22978758022032766
ii,-0.22978758022032766
pow,-0.22978758022032766
17,-0.22978758022032766
performed,-0.22978758022032766
good,-0.22978758022032766
nz,-0.22978758022032766
space,-0.23050708648667345
omp_get_wtime,-0.2305449552375338
following,-0.23709368586522622
ignore,-0.2464498305988617
cluster,-0.2464498305988617
infile,-0.2464498305988617
clusters,-0.2464498305988617
limits,-0.2464498305988617
memcpy,-0.2464498305988617
centers,-0.2464498305988617
use,-0.24837767441658284
error,-0.24963080567112722
input_file,-0.25326620575371644
suite,-0.2561833546144392
extern,-0.2561833546144392
32,-0.26127393294756274
max,-0.2628848684722338
threads,-0.26505051408781494
mm,-0.2691710811150443
create,-0.26917108111504434
break,-0.26982433797039074
line,-0.27838878582480053
fatal,-0.27972727940513537
rows,-0.27972727940513537
seconds,-0.2918174029463036
matrix,-0.29242249414327126
stdio,-0.2994442004953279
stdlib,-0.2994442004953279
001,-0.30581649336239325
10,-0.3103722820510556
flag,-0.3115433939871571
exit,-0.32173290730914694
fgets,-0.32218733231947067
containing,-0.32218733231947067
atoi,-0.32298836680331977
init,-0.3332002505868123
temp,-0.33378490320041715
delete,-0.3338887763353047
sw,-0.3449085828356533
1000,-0.3449085828356533
argc,-0.35156561872939246
argv,-0.35156561872939246
assert,-0.3634264020063422
completed,-0.36499446648495376
exit_success,-0.37199401169299856
usage,-0.3999904010836361
continue,-0.41398118440484877
22,-0.41534445943581966
optind,-0.43200670981435374
getopt,-0.43200670981435374
optarg,-0.43200670981435374
opt,-0.43200670981435374
val,-0.44771636439821033
printf,-0.5343930015885465
main,-0.5646724016017223
include,
